0.401574,0,0,0
0.306607,0,0,0
0.287614,0,0,0
0.331027,0,0,0
0.415140,0,0,0
0.496540,0,0,0
0.548094,0,0,0
0.556234,0,0,0
0.515534,0,0,0
0.453127,0,0,0
0.390720,0,0,0
0.341880,0,0,0
0.333740,0,0,0
0.360874,0,0,0
0.412427,0,0,0
0.472120,0,0,0
0.523674,0,0,0
0.548094,0,0,0
0.545381,0,0,0
0.520961,0,0,0
0.474834,0,0,0
0.431420,0,0,0
0.401574,0,0,0
0.388007,0,0,0
0.393434,0,0,0
0.415140,0,0,0
0.447700,0,0,0
0.477547,0,0,0
0.501967,0,0,0
0.510107,0,0,0
0.501967,0,0,0
0.480260,0,0,0
0.450414,0,0,0
0.417854,0,0,0
0.390720,0,0,0
0.371727,0,0,0
0.360874,0,0,0
0.363587,0,0,0
0.379867,0,0,0
0.398860,0,0,0
0.431420,0,0,0
0.458554,0,0,0
0.488400,0,0,0
0.515534,0,0,0
0.539954,0,0,0
0.558947,0,0,0
0.577941,0,0,0
0.599647,0,0,0
0.615927,0,0,0
0.643061,0,0,0
0.667481,0,0,0
0.700041,0,0,0
0.732601,0,0,0
0.762447,1,0,0
0.778727,0,0,0
0.776014,0,0,0
0.748881,0,0,0
0.691901,0,0,0
0.610501,0,0,0
0.510107,0,0,0
0.401574,0,0,0
0.295754,0,0,0
0.214354,0,0,0
0.154660,0,0,0
0.127527,0,0,0
0.132953,0,0,0
0.154660,0,0,0
0.192647,0,0,0
0.233347,0,0,0
0.268620,0,0,0
0.301180,0,0,0
0.322887,0,0,0
0.341880,0,0,0
0.363587,0,0,0
0.385294,0,0,0
0.409714,0,0,0
0.439560,0,0,0
0.461267,0,0,0
0.480260,0,0,0
0.488400,0,0,0
0.482974,0,0,0
0.472120,0,0,0
0.461267,0,0,0
0.453127,0,0,0
0.450414,0,0,0
0.453127,0,0,0
0.463980,0,0,0
0.469407,0,0,0
0.474834,0,0,0
0.463980,0,0,0
0.447700,0,0,0
0.420567,0,0,0
0.396147,0,0,0
0.379867,0,0,0
0.371727,0,0,0
0.379867,0,0,0
0.404287,0,0,0
0.436847,0,0,0
0.469407,0,0,0
0.499254,0,0,0
0.515534,0,0,0
0.515534,0,0,0
0.501967,0,0,0
0.480260,0,0,0
0.458554,0,0,0
0.442274,0,0,0
0.436847,0,0,0
0.439560,0,0,0
0.453127,0,0,0
0.472120,0,0,0
0.488400,0,0,0
0.499254,0,0,0
0.504681,0,0,0
0.501967,0,0,0
0.491114,0,0,0
0.477547,0,0,0
0.461267,0,0,0
0.444987,0,0,0
0.431420,0,0,0
0.420567,0,0,0
0.415140,0,0,0
0.417854,0,0,0
0.425994,0,0,0
0.447700,0,0,0
0.474834,0,0,0
0.499254,0,0,0
0.518247,0,0,0
0.520961,0,0,0
0.510107,0,0,0
0.482974,0,0,0
0.447700,0,0,0
0.409714,0,0,0
0.377154,0,0,0
0.358160,0,0,0
0.358160,0,0,0
0.371727,0,0,0
0.401574,0,0,0
0.436847,0,0,0
0.466694,0,0,0
0.491114,0,0,0
0.504681,0,0,0
0.507394,0,0,0
0.501967,0,0,0
0.496540,0,0,0
0.491114,0,0,0
0.491114,0,0,0
0.491114,0,0,0
0.491114,0,0,0
0.485687,0,0,0
0.472120,0,0,0
0.447700,0,0,0
0.423280,0,0,0
0.398860,0,0,0
0.385294,0,0,0
0.388007,0,0,0
0.396147,0,0,0
0.423280,0,0,0
0.453127,0,0,0
0.488400,0,0,0
0.512821,0,0,0
0.526387,0,0,0
0.523674,0,0,0
0.512821,0,0,0
0.493827,0,0,0
0.474834,0,0,0
0.461267,0,0,0
0.447700,0,0,0
0.436847,0,0,0
0.428707,0,0,0
0.420567,0,0,0
0.412427,0,0,0
0.404287,0,0,0
0.401574,0,0,0
0.401574,0,0,0
0.409714,0,0,0
0.423280,0,0,0
0.439560,0,0,0
0.453127,0,0,0
0.466694,0,0,0
0.472120,0,0,0
0.466694,0,0,0
