      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.656      236     (    0    0    0
    0:00.697      251     p    0    0    0
    0:00.736      265     )    0    0    0
    0:00.819      295     (    0    0    1
    0:00.858      309     N    0    0    0
    0:00.894      322     )    0    0    1
    0:00.997      359     t    0    0    2
    0:01.150      414     )    0    0    2
    0:01.333      480     (    0    0    1
    0:01.400      504     V    0    0    0
    0:01.472      530     )    0    0    1
    0:01.617      582     (    0    0    2
    0:01.669      601     t    0    0    1
    0:01.767      636     )    0    0    2
    0:02.536      913     (    0    0    0
    0:02.578      928     p    0    0    0
    0:02.617      942     )    0    0    0
    0:02.678      964     (    0    0    1
    0:02.714      977     N    0    0    0
    0:02.747      989     )    0    0    1
    0:02.917     1050     (    0    0    2
    0:03.019     1087     t    0    0    0
    0:03.108     1119     )    0    0    2
    0:03.447     1241     (    0    0    0
    0:03.494     1258     p    0    0    0
    0:03.536     1273     )    0    0    0
    0:03.614     1301     (    0    0    1
    0:03.653     1315     N    0    0    0
    0:03.689     1328     )    0    0    1
    0:03.861     1390     (    0    0    2
    0:03.969     1429     t    0    0    0
    0:04.072     1466     )    0    0    2
    0:04.383     1578     (    0    0    0
    0:04.425     1593     p    0    0    0
    0:04.469     1609     )    0    0    0
    0:04.547     1637     (    0    0    1
    0:04.586     1651     N    0    0    0
    0:04.619     1663     )    0    0    1
    0:04.781     1721     (    0    0    2
    0:04.886     1759     t    0    0    0
    0:04.978     1792     )    0    0    2
    0:05.281     1901     (    0    0    0
    0:05.322     1916     p    0    0    0
    0:05.361     1930     )    0    0    0
    0:05.439     1958     (    0    0    1
    0:05.475     1971     N    0    0    0
    0:05.506     1982     )    0    0    1
    0:05.672     2042     (    0    0    2
    0:05.756     2072     t    0    0    0
    0:05.842     2103     )    0    0    2
    0:06.167     2220     (    0    0    0
    0:06.208     2235     p    0    0    0
    0:06.250     2250     )    0    0    0
    0:06.333     2280     (    0    0    1
    0:06.372     2294     N    0    0    0
    0:06.406     2306     )    0    0    1
    0:06.542     2355     t    0    0    2
    0:06.669     2401     )    0    0    2
    0:06.844     2464     (    0    0    1
    0:06.917     2490     V    0    0    0
    0:06.983     2514     )    0    0    1
    0:07.117     2562     (    0    0    2
    0:07.178     2584     t    0    0    1
    0:07.272     2618     )    0    0    2
    0:08.033     2892     (    0    0    0
    0:08.072     2906     p    0    0    0
    0:08.114     2921     )    0    0    0
    0:08.172     2942     (    0    0    1
    0:08.211     2956     N    0    0    0
    0:08.244     2968     )    0    0    1
    0:08.414     3029     (    0    0    2
    0:08.531     3071     t    0    0    0
    0:08.622     3104     )    0    0    2
    0:08.956     3224     (    0    0    0
    0:09.006     3242     p    0    0    0
    0:09.050     3258     )    0    0    0
    0:09.119     3283     (    0    0    1
    0:09.158     3297     N    0    0    0
    0:09.192     3309     )    0    0    1
    0:09.358     3369     (    0    0    2
    0:09.453     3403     t    0    0    0
    0:09.542     3435     )    0    0    2
    0:09.842     3543     (    0    0    0
    0:09.883     3558     p    0    0    0
    0:09.922     3572     )    0    0    0
    0:09.997     3599     (    0    0    1
    0:10.039     3614     N    0    0    0
    0:10.072     3626     )    0    0    1
    0:10.247     3689     (    0    0    2
    0:10.333     3720     t    0    0    0
    0:10.419     3751     )    0    0    2
    0:10.692     3849     (    0    0    0
    0:10.736     3865     p    0    0    0
    0:10.778     3880     )    0    0    0
    0:10.858     3909     (    0    0    1
    0:10.900     3924     N    0    0    0
    0:10.933     3936     )    0    0    1
    0:11.108     3999     (    0    0    2
    0:11.208     4035     t    0    0    0
    0:11.314     4073     )    0    0    2
    0:11.622     4184     (    0    0    0
    0:11.667     4200     p    0    0    0
    0:11.711     4216     )    0    0    0
    0:11.789     4244     (    0    0    1
    0:11.828     4258     N    0    0    0
    0:11.861     4270     )    0    0    1
    0:11.936     4297     t    0    0    2
    0:12.114     4361     )    0    0    2
    0:12.256     4412     (    0    0    1
    0:12.358     4449     V    0    0    0
    0:12.425     4473     )    0    0    1
    0:12.542     4515     (    0    0    2
    0:12.622     4544     t    0    0    1
    0:12.722     4580     )    0    0    2
    0:13.442     4839     (    0    0    0
    0:13.483     4854     p    0    0    0
    0:13.525     4869     )    0    0    0
    0:13.586     4891     (    0    0    1
    0:13.628     4906     N    0    0    0
    0:13.661     4918     )    0    0    1
    0:13.842     4983     (    0    0    2
    0:13.944     5020     t    0    0    0
    0:14.033     5052     )    0    0    2
    0:14.356     5168     (    0    0    0
    0:14.397     5183     p    0    0    0
    0:14.439     5198     )    0    0    0
    0:14.492     5217     (    0    0    1
    0:14.556     5240     N    0    0    0
    0:14.589     5252     )    0    0    1
    0:14.753     5311     (    0    0    2
    0:14.847     5345     t    0    0    0
    0:14.936     5377     )    0    0    2
    0:15.222     5480     (    0    0    0
    0:15.267     5496     p    0    0    0
    0:15.308     5511     )    0    0    0
    0:15.383     5538     (    0    0    1
    0:15.422     5552     N    0    0    0
    0:15.456     5564     )    0    0    1
    0:15.619     5623     (    0    0    2
    0:15.725     5661     t    0    0    0
    0:15.811     5692     )    0    0    2
    0:16.125     5805     (    0    0    0
    0:16.175     5823     p    0    0    0
    0:16.219     5839     )    0    0    0
    0:16.300     5868     (    0    0    1
    0:16.339     5882     N    0    0    0
    0:16.372     5894     )    0    0    1
    0:16.544     5956     (    0    0    2
    0:16.636     5989     t    0    0    0
    0:16.728     6022     )    0    0    2
    0:17.047     6137     (    0    0    0
    0:17.089     6152     p    0    0    0
    0:17.131     6167     )    0    0    0
    0:17.214     6197     (    0    0    1
    0:17.250     6210     N    0    0    0
    0:17.283     6222     )    0    0    1
    0:17.453     6283     (    0    0    2
    0:17.542     6315     t    0    0    0
    0:17.625     6345     )    0    0    2
    0:17.914     6449     (    0    0    0
    0:17.953     6463     p    0    0    0
    0:17.994     6478     )    0    0    0
    0:18.072     6506     (    0    0    1
    0:18.114     6521     N    0    0    0
    0:18.147     6533     )    0    0    1
    0:18.322     6596     (    0    0    2
    0:18.422     6632     t    0    0    0
    0:18.519     6667     )    0    0    2
    0:18.864     6791     (    0    0    0
    0:18.908     6807     p    0    0    0
    0:18.953     6823     )    0    0    0
    0:19.028     6850     (    0    0    1
    0:19.067     6864     N    0    0    0
    0:19.100     6876     )    0    0    1
    0:19.264     6935     (    0    0    2
    0:19.367     6972     t    0    0    0
    0:19.458     7005     )    0    0    2
    0:19.794     7126     (    0    0    0
    0:19.836     7141     p    0    0    0
    0:19.878     7156     )    0    0    0
    0:19.961     7186     (    0    0    1
    0:20.000     7200     N    0    0    0
    0:20.033     7212     )    0    0    1
    0:20.194     7270     (    0    0    2
    0:20.289     7304     t    0    0    0
    0:20.375     7335     )    0    0    2
    0:20.656     7436     (    0    0    0
    0:20.700     7452     p    0    0    0
    0:20.742     7467     )    0    0    0
    0:20.828     7498     (    0    0    1
    0:20.869     7513     N    0    0    0
    0:20.903     7525     )    0    0    1
    0:20.981     7553     t    0    0    2
    0:21.169     7621     )    0    0    2
    0:21.322     7676     (    0    0    1
    0:21.417     7710     V    0    0    0
    0:21.483     7734     )    0    0    1
    0:21.622     7784     (    0    0    2
    0:21.678     7804     t    0    0    1
    0:21.772     7838     )    0    0    2
    0:22.533     8112     (    0    0    0
    0:22.581     8129     p    0    0    0
    0:22.625     8145     )    0    0    0
    0:22.681     8165     (    0    0    1
    0:22.719     8179     N    0    0    0
    0:22.753     8191     )    0    0    1
    0:22.869     8233     t    0    0    2
    0:23.033     8292     )    0    0    2
    0:23.203     8353     (    0    0    1
    0:23.275     8379     V    0    0    0
    0:23.344     8404     )    0    0    1
    0:23.503     8461     (    0    0    2
    0:23.556     8480     t    0    0    1
    0:23.653     8515     )    0    0    2
    0:24.428     8794     (    0    0    0
    0:24.472     8810     p    0    0    0
    0:24.517     8826     )    0    0    0
    0:24.572     8846     (    0    0    1
    0:24.611     8860     N    0    0    0
    0:24.644     8872     )    0    0    1
    0:24.750     8910     t    0    0    2
    0:24.922     8972     )    0    0    2
    0:25.083     9030     (    0    0    1
    0:25.150     9054     V    0    0    0
    0:25.214     9077     )    0    0    1
    0:25.344     9124     (    0    0    2
    0:25.403     9145     t    0    0    1
    0:25.506     9182     )    0    0    2
    0:26.292     9465     (    0    0    0
    0:26.333     9480     p    0    0    0
    0:26.375     9495     )    0    0    0
    0:26.436     9517     (    0    0    1
    0:26.475     9531     N    0    0    0
    0:26.508     9543     )    0    0    1
    0:26.669     9601     (    0    0    2
    0:26.781     9641     t    0    0    0
    0:26.872     9674     )    0    0    2
    0:26.981     9713     (    0    0    1
    0:27.047     9737     V    0    0    0
    0:27.117     9762     )    0    0    1
    0:27.233     9804     (    0    0    2
    0:27.311     9832     t    0    0    1
    0:27.414     9869     )    0    0    2
    0:28.136    10129     (    0    0    0
    0:28.175    10143     p    0    0    0
    0:28.217    10158     )    0    0    0
    0:28.278    10180     (    0    0    1
    0:28.317    10194     N    0    0    0
    0:28.350    10206     )    0    0    1
    0:28.522    10268     (    0    0    2
    0:28.644    10312     t    0    0    0
    0:28.722    10340     )    0    0    2
    0:28.842    10383     (    0    0    1
    0:28.917    10410     V    0    0    0
    0:28.986    10435     )    0    0    1
    0:29.100    10476     (    0    0    2
    0:29.175    10503     t    0    0    1
    0:29.281    10541     )    0    0    2
    0:30.003    10801     (    0    0    0
    0:30.047    10817     p    0    0    0
    0:30.092    10833     )    0    0    0
    0:30.150    10854     (    0    0    1
    0:30.189    10868     N    0    0    0
    0:30.222    10880     )    0    0    1
    0:30.347    10925     t    0    0    2
    0:30.508    10983     )    0    0    2
    0:30.531    10991     (    0    0    0
    0:30.611    11020     p    0    0    0
    0:30.653    11035     )    0    0    0
    0:30.672    11042     (    0    0    1
    0:30.742    11067     V    0    0    0
    0:30.814    11093     )    0    0    1
    0:30.978    11152     (    0    0    2
    0:31.028    11170     t    0    0    1
    0:31.125    11205     )    0    0    2
    0:31.894    11482     (    0    0    0
    0:31.933    11496     p    0    0    0
    0:31.975    11511     )    0    0    0
    0:32.033    11532     (    0    0    1
    0:32.069    11545     N    0    0    0
    0:32.103    11557     )    0    0    1
    0:32.264    11615     (    0    0    2
    0:32.386    11659     t    0    0    0
    0:32.475    11691     )    0    0    2
    0:32.758    11793     (    0    0    0
    0:32.797    11807     p    0    0    0
    0:32.839    11822     )    0    0    0
    0:32.911    11848     (    0    0    1
    0:32.953    11863     N    0    0    0
    0:32.986    11875     )    0    0    1
    0:33.150    11934     (    0    0    2
    0:33.267    11976     t    0    0    0
    0:33.364    12011     )    0    0    2
    0:33.658    12117     (    0    0    0
    0:33.700    12132     p    0    0    0
    0:33.742    12147     )    0    0    0
    0:33.814    12173     (    0    0    1
    0:33.853    12187     N    0    0    0
    0:33.883    12198     )    0    0    1
    0:34.044    12256     (    0    0    2
    0:34.147    12293     t    0    0    0
    0:34.236    12325     )    0    0    2
    0:34.533    12432     (    0    0    0
    0:34.575    12447     p    0    0    0
    0:34.619    12463     )    0    0    0
    0:34.689    12488     (    0    0    1
    0:34.728    12502     N    0    0    0
    0:34.761    12514     )    0    0    1
    0:34.925    12573     (    0    0    2
    0:35.022    12608     t    0    0    0
    0:35.108    12639     )    0    0    2
    0:35.369    12733     (    0    0    0
    0:35.411    12748     p    0    0    0
    0:35.453    12763     )    0    0    0
    0:35.506    12782     (    0    0    1
    0:35.569    12805     N    0    0    0
    0:35.606    12818     )    0    0    1
    0:35.694    12850     t    0    0    2
    0:35.875    12915     )    0    0    2
    0:35.900    12924     (    0    0    0
    0:35.992    12957     p    0    0    0
    0:36.022    12968     )    0    0    0
    0:36.042    12975     (    0    0    1
    0:36.114    13001     V    0    0    0
    0:36.183    13026     )    0    0    1
    0:36.314    13073     (    0    0    2
    0:36.369    13093     t    0    0    1
    0:36.475    13131     )    0    0    2
    0:37.225    13401     (    0    0    0
    0:37.261    13414     p    0    0    0
    0:37.303    13429     )    0    0    0
    0:37.358    13449     (    0    0    1
    0:37.397    13463     N    0    0    0
    0:37.431    13475     )    0    0    1
    0:37.533    13512     t    0    0    2
    0:37.706    13574     )    0    0    2
    0:37.836    13621     (    0    0    1
    0:37.942    13659     V    0    0    0
    0:38.008    13683     )    0    0    1
    0:38.136    13729     (    0    0    2
    0:38.208    13755     t    0    0    1
    0:38.314    13793     )    0    0    2
    0:39.044    14056     (    0    0    0
    0:39.086    14071     p    0    0    0
    0:39.131    14087     )    0    0    0
    0:39.183    14106     (    0    0    1
    0:39.225    14121     N    0    0    0
    0:39.258    14133     )    0    0    1
    0:39.358    14169     t    0    0    2
    0:39.533    14232     )    0    0    2
    0:39.703    14293     (    0    0    1
    0:39.794    14326     V    0    0    0
    0:39.867    14352     )    0    0    1
    0:39.978    14392     (    0    0    2
    0:40.053    14419     t    0    0    1
    0:40.158    14457     )    0    0    2
    0:40.903    14725     (    0    0    0
    0:40.942    14739     p    0    0    0
    0:40.981    14753     )    0    0    0
    0:41.039    14774     (    0    0    1
    0:41.081    14789     N    0    0    0
    0:41.111    14800     )    0    0    1
    0:41.203    14833     t    0    0    2
    0:41.383    14898     )    0    0    2
    0:41.547    14957     (    0    0    1
    0:41.617    14982     V    0    0    0
    0:41.683    15006     )    0    0    1
    0:41.819    15055     (    0    0    2
    0:41.878    15076     t    0    0    1
    0:41.983    15114     )    0    0    2
    0:42.731    15383     (    0    0    0
    0:42.769    15397     p    0    0    0
    0:42.814    15413     )    0    0    0
    0:42.878    15436     (    0    0    1
    0:42.919    15451     N    0    0    0
    0:42.956    15464     )    0    0    1
    0:43.139    15530     (    0    0    2
    0:43.242    15567     t    0    0    0
    0:43.339    15602     )    0    0    2
    0:43.611    15700     (    0    0    0
    0:43.650    15714     p    0    0    0
    0:43.689    15728     )    0    0    0
    0:43.761    15754     (    0    0    1
    0:43.800    15768     N    0    0    0
    0:43.833    15780     )    0    0    1
    0:44.003    15841     (    0    0    2
    0:44.094    15874     t    0    0    0
    0:44.192    15909     )    0    0    2
    0:44.472    16010     (    0    0    0
    0:44.514    16025     p    0    0    0
    0:44.556    16040     )    0    0    0
    0:44.628    16066     (    0    0    1
    0:44.667    16080     N    0    0    0
    0:44.703    16093     )    0    0    1
    0:44.872    16154     (    0    0    2
    0:44.975    16191     t    0    0    0
    0:45.064    16223     )    0    0    2
    0:45.367    16332     (    0    0    0
    0:45.403    16345     p    0    0    0
    0:45.444    16360     )    0    0    0
    0:45.528    16390     (    0    0    1
    0:45.569    16405     N    0    0    0
    0:45.606    16418     )    0    0    1
    0:45.775    16479     (    0    0    2
    0:45.872    16514     t    0    0    0
    0:45.969    16549     )    0    0    2
    0:46.247    16649     (    0    0    0
    0:46.289    16664     p    0    0    0
    0:46.331    16679     )    0    0    0
    0:46.408    16707     (    0    0    1
    0:46.447    16721     N    0    0    0
    0:46.481    16733     )    0    0    1
    0:46.572    16766     t    0    0    2
    0:46.731    16823     )    0    0    2
    0:46.878    16876     (    0    0    1
    0:46.972    16910     V    0    0    0
    0:47.042    16935     )    0    0    1
    0:47.181    16985     (    0    0    2
    0:47.236    17005     t    0    0    1
    0:47.331    17039     )    0    0    2
    0:48.131    17327     (    0    0    0
    0:48.172    17342     p    0    0    0
    0:48.211    17356     )    0    0    0
    0:48.272    17378     (    0    0    1
    0:48.311    17392     N    0    0    0
    0:48.344    17404     )    0    0    1
    0:48.514    17465     (    0    0    2
    0:48.619    17503     t    0    0    0
    0:48.711    17536     )    0    0    2
    0:49.025    17649     (    0    0    0
    0:49.067    17664     p    0    0    0
    0:49.106    17678     )    0    0    0
    0:49.189    17708     (    0    0    1
    0:49.231    17723     N    0    0    0
    0:49.264    17735     )    0    0    1
    0:49.367    17772     t    0    0    2
    0:49.517    17826     )    0    0    2
    0:49.675    17883     (    0    0    1
    0:49.758    17913     V    0    0    0
    0:49.819    17935     )    0    0    1
    0:49.972    17990     (    0    0    2
    0:50.019    18007     t    0    0    1
    0:50.106    18038     )    0    0    2
    0:50.908    18327     (    0    0    0
    0:50.944    18340     p    0    0    0
    0:50.986    18355     )    0    0    0
    0:51.042    18375     (    0    0    1
    0:51.081    18389     N    0    0    0
    0:51.111    18400     )    0    0    1
    0:51.272    18458     (    0    0    2
    0:51.389    18500     t    0    0    0
    0:51.475    18531     )    0    0    2
    0:51.817    18654     (    0    0    0
    0:51.861    18670     p    0    0    0
    0:51.906    18686     )    0    0    0
    0:51.947    18701     (    0    0    1
    0:52.019    18727     N    0    0    0
    0:52.053    18739     )    0    0    1
    0:52.161    18778     t    0    0    2
    0:52.314    18833     )    0    0    2
    0:52.336    18841     (    0    0    0
    0:52.425    18873     p    0    0    0
    0:52.469    18889     )    0    0    0
    0:52.492    18897     (    0    0    1
    0:52.564    18923     V    0    0    0
    0:52.633    18948     )    0    0    1
    0:52.783    19002     (    0    0    2
    0:52.836    19021     t    0    0    1
    0:52.933    19056     )    0    0    2
    0:53.722    19340     (    0    0    0
    0:53.761    19354     p    0    0    0
    0:53.803    19369     )    0    0    0
    0:53.856    19388     (    0    0    1
    0:53.897    19403     N    0    0    0
    0:53.933    19416     )    0    0    1
    0:54.097    19475     (    0    0    2
    0:54.219    19519     t    0    0    0
    0:54.294    19546     )    0    0    2
    0:54.419    19591     (    0    0    1
    0:54.494    19618     V    0    0    0
    0:54.561    19642     )    0    0    1
    0:54.703    19693     (    0    0    2
    0:54.761    19714     t    0    0    1
    0:54.858    19749     )    0    0    2
    0:55.667    20040     (    0    0    0
    0:55.708    20055     p    0    0    0
    0:55.750    20070     )    0    0    0
    0:55.808    20091     (    0    0    1
    0:55.847    20105     N    0    0    0
    0:55.881    20117     )    0    0    1
    0:56.044    20176     (    0    0    2
    0:56.158    20217     t    0    0    0
    0:56.244    20248     )    0    0    2
    0:56.567    20364     (    0    0    0
    0:56.608    20379     p    0    0    0
    0:56.653    20395     )    0    0    0
    0:56.731    20423     (    0    0    1
    0:56.769    20437     N    0    0    0
    0:56.803    20449     )    0    0    1
